protGroups,mean,q
sp|Q15042|RB3GP_HUMAN,3.33410823065526,0.00577298899072579
sp|Q96SK2|TM209_HUMAN,2.86743485294743,0.00543920271833783
sp|Q99626|CDX2_HUMAN,2.8041729536342,0.0177799822950383
sp|P02792|FRIL_HUMAN,2.63548628427001,0.00325282911969261
sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN;sp|P62987|RL40_HUMAN;sp|P62979|RS27A_HUMAN,2.32389579163049,0.00180203645512544
sp|Q9HBM0|VEZA_HUMAN,2.2252522726277,0.00224357732568839
sp|P51572|BAP31_HUMAN,2.166174582381,0.00516974795367416
sp|P63165|SUMO1_HUMAN;sp|G2XKQ0|SUMO5_HUMAN,2.15597982028612,0.00348579883849662
sp|Q9NXX6|NSE4A_HUMAN;sp|Q8N140|EID3_HUMAN,2.08412188732839,0.00348579883849662
sp|Q9Y5V3|MAGD1_HUMAN;sp|Q9UNF1|MAGD2_HUMAN,2.07978627355597,0.00265173322584889
sp|Q9UHQ4|BAP29_HUMAN,2.07504861713416,0.00564156229288985
sp|Q8NDN9|RCBT1_HUMAN,2.02905931087912,0.00325282911969261
sp|Q9UFW8|CGBP1_HUMAN,2.02408341387869,0.00338962736007788
sp|P49792|RBP2_HUMAN,2.01547653608642,0.00348579883849662
sp|Q96MG7|NSE3_HUMAN,2.01104204948822,0.0038561617731026
sp|P41212|ETV6_HUMAN,2.00885984570663,0.00348579883849662
sp|Q15758|AAAT_HUMAN,1.97228987910121,0.00839288361906212
sp|O14524|NEMP1_HUMAN,1.9542410456187,0.00543920271833783
sp|Q01650|LAT1_HUMAN,1.94020652129151,0.012924925161906
sp|P46060|RAGP1_HUMAN,1.91669995308397,0.00348579883849662
sp|Q9HC77|CENPJ_HUMAN,1.89965810271251,0.00325282911969261
sp|Q8WV22|NSE1_HUMAN,1.87358363141813,0.00532503879738389
sp|O60684|IMA7_HUMAN,1.87331384156151,0.00227773290021607
sp|Q9H3F6|BACD3_HUMAN,1.86229286103074,0.00403817543007762
sp|P01857|IGHG1_HUMAN;sp|P01860|IGHG3_HUMAN;sp|P01859|IGHG2_HUMAN;sp|P01861|IGHG4_HUMAN,1.76577524604453,0.00325282911969261
sp|Q8NFH5|NUP35_HUMAN,1.7601978415843,0.00791161896454938
sp|Q14974|IMB1_HUMAN,1.71357974215282,0.00356197727110523
sp|Q8NG27|PJA1_HUMAN,1.69800097700172,0.0058481351999211
sp|O75817|POP7_HUMAN,1.69458908469165,0.00444127248480809
sp|Q8NFH3|NUP43_HUMAN,1.69336445541299,0.00348579883849662
sp|O75190|DNJB6_HUMAN;sp|Q8NHS0|DNJB8_HUMAN;sp|P25686|DNJB2_HUMAN,1.69140918440116,0.00661802688936565
sp|Q6UB99|ANR11_HUMAN;sp|Q6UB98|ANR12_HUMAN,1.66763819453062,0.00365865111671577
sp|P02794|FRIH_HUMAN,1.65091624363681,0.0039686604031413
sp|Q8IZW8|TENS4_HUMAN,1.6468944540496,0.034855751341532
